mean_0,std_0,entropy_0,ig_0,mean_1,std_1,entropy_1,ig_1,mean_2,std_2,entropy_2,ig_2,mean_3,std_3,entropy_3,ig_3,mean_4,std_4,entropy_4,ig_4,label
106.58873458296404,57.39717883123807,4.909750967771466,0.6764676202197855,80.53344627436559,66.70988760378835,4.5162912562689845,0.6892995561122301,76.97315205408981,68.29689555122484,4.555967911021108,0.6884186581904492,80.57586929438878,76.27896019754536,4.493038298736031,0.6738095678212015,63.13362058109957,76.67244694887299,4.196425584489767,0.6392139390017011,0
121.6574403013793,59.14767730800588,5.137573738951092,0.6835903975740809,92.5572943086535,74.66869151053076,4.9120793794523365,0.6891434997979067,88.71789309750264,76.42874086902336,4.814214763123461,0.6880149591950318,86.9323742936426,78.52374637198855,4.787313669030442,0.6805952174308052,71.16700653979125,81.92252429936806,4.536445953990648,0.6533556922303552,0
121.7065481133413,59.1324603077701,5.136934500467311,0.6835676075600325,92.56952105930188,74.66804130107809,4.912275992187436,0.6891417943145459,88.7573409718746,76.43029582608638,4.81491648268565,0.6880375523940279,86.94283654481434,78.51249591575356,4.787331667362683,0.6806068692581393,71.05680939757093,81.90529914660179,4.534627204957477,0.6530267801226781,0
142.99221486959905,44.92626130196847,4.96883875561249,0.3460755148590824,84.30967825635703,62.96238178657938,4.995763447902776,0.5375568949380147,59.76543471354442,69.07865041090041,4.21555167726051,0.5306747500483882,71.8429037111334,75.01680700879731,4.542066611948298,0.5236746120022842,57.54317823343849,76.15116356909607,4.397299625419684,0.4320149753766698,0
119.37948049029522,56.31730458854408,5.163242490868599,0.6509541555500462,77.1161044053753,75.24209654568116,4.532802173470888,0.6842436607072511,47.82612734721228,69.44774550211216,3.580120767921052,0.6306470581460886,62.270278977204825,79.38352407263675,3.980787614529836,0.6564775164996837,55.378308271159455,83.13431170816116,3.664444746486824,0.6035984113939561,0
128.25756768665207,37.40376938366518,4.817612761809082,0.6590157200292648,91.7564255408675,60.11768846513907,5.075514890726921,0.6851924322543121,75.53830196527927,73.19581962395775,4.286991802133863,0.6844607389474153,75.19133320186232,68.09796490157991,4.504844766678385,0.6832922769176131,71.43758436802501,75.84005604719457,4.041156815055591,0.67082605395519,0
80.34098871156093,68.79352132893641,4.7405733817314255,0.343695550291879,30.394784639335757,58.19065223083639,2.4362954579241656,0.4005458148578467,23.06936354971937,50.35418718216958,2.076164480950117,0.3859146876612647,28.354438314944836,56.26002307098977,2.4891270765115845,0.4001485846179857,23.292586750788644,53.82881537431505,2.4500127052968157,0.2996213360972315,0
117.5937407560788,67.71316059989391,5.204287274087132,0.6847914704249334,71.39523626423563,70.84573550552832,4.447955496678343,0.6788211008779497,71.69294858041908,75.69675611877632,4.3489229231409805,0.6668793255603971,81.17238248840265,84.42209685805922,4.382163114462717,0.6575100190517951,60.77687233216919,79.66685744710742,3.977375675223057,0.6157380545968545,0
137.04606251693474,24.18882062762168,4.527293043478455,0.642293199730442,91.53033709709185,53.82442184017159,4.695673694187139,0.6663180861682125,79.61910824441334,66.05078604939315,4.401460360645829,0.6773741548440477,77.88696718747427,71.84426642564536,4.162355661465228,0.6724298092635816,9.158624667703265,38.25182451888202,0.8124984449129794,0.3000235662626461,0
142.74854028804984,38.14171989853431,4.9509348232278345,0.3575861878530197,84.03204462895692,63.208620207398745,5.125917493032469,0.540961970038853,58.29238589431325,69.0937752240076,4.403802902946884,0.5154765213948309,67.80328485456369,72.17609688203898,4.679962106764206,0.5187320980011352,43.74842271293375,66.54684402880089,3.971279440314451,0.4187910166652728,0
141.85558583106268,49.46571457080667,5.090110569365436,0.3691078597598007,82.70212765957447,68.53103578101518,4.9461572113893215,0.5357561463336911,60.03293444879805,71.40689232609623,4.219212156764254,0.5065315028625923,67.80378635907724,72.81430842382707,4.566684810732393,0.5132218029622555,69.88249211356467,81.56931305506485,4.547836580887287,0.4443222468242638,0
136.79077271719586,24.2396143522358,4.530596065650254,0.6438006047868301,91.67087901266986,53.73335050846318,4.70773264127135,0.6663810855889603,79.59596677194044,66.11454664057747,4.395195382404056,0.6773785294241828,77.87750045275688,71.86188392845312,4.160098453717903,0.6724369114965425,9.12949541054321,38.25740257970279,0.8065772368853267,0.2981629883498101,0
136.70027247956403,49.68897898003483,5.068070431726175,0.3672992412986566,74.70731707317073,69.59330081132003,4.548804327624781,0.5248992021814276,51.89272476967066,72.78256335233299,3.6233681929174,0.4981854238109964,59.77820962888666,74.36717024086022,4.049294779214999,0.5017794013616386,62.33142744479496,83.52411610610585,4.062267035449372,0.4325526603532745,0
145.81929826257004,49.20423351654033,5.059585642314526,0.649445970233197,54.048897823136265,64.72736609223071,3.8866825995200767,0.6556426708146104,34.89202177694736,57.63024069993387,2.3951547982113213,0.5655074655198811,11.2640118772185,30.870428948578688,0.7931937776845921,0.2488151788056333,4.643486097536021,12.754730680325242,0.1070727766345465,0.0306807038867435,0
102.59208836172398,57.391376334853376,4.909814029893782,0.6764237490750249,76.55021031098444,66.70356656538613,4.516534645901815,0.6892917505777993,73.00811935033438,68.3114860557033,4.5568926265533065,0.688216370765228,76.57795357211918,76.2647596330823,4.49365562522433,0.673886859688865,59.03421368547419,76.6404945664078,4.194543756058649,0.6387506974601918,0
117.3491630984819,60.24763934134687,5.232678065318588,0.3787492612664138,67.74403217436429,66.65674720565356,4.744000626364567,0.5270324985624564,49.74965582971513,68.70208211302922,3.680938781698451,0.4830055452278614,61.920135406218655,76.89263748161038,4.003804667617439,0.4947860428584509,53.035686119873816,77.43768551663184,3.6266129386344232,0.3984381815911377,0
115.50759050214091,73.0383053277388,4.9578923765817935,0.3460447037073457,73.12182148417229,78.44470137655156,4.1157329520047,0.5111814330422031,56.64238059938579,72.53072347386366,3.8358060380716665,0.5188176214479672,71.01404212637914,79.97782135778421,4.062254540773632,0.506971242844128,68.23107255520505,83.08489157480973,3.929393276294504,0.4302050246027988,0
80.08096535616971,68.43480945311077,4.741309498622979,0.3437585263135343,30.374286455630514,58.22908873787499,2.433291288963844,0.4001368005107273,22.92428253732924,50.1562578596084,2.074279366308677,0.3863033552034891,28.150075225677032,56.08056936922706,2.4674172068069518,0.3983838082083615,24.04692429022082,54.7933255393669,2.470284842545511,0.3016635877097666,0
129.33638016729302,36.70800571586272,4.72479147107114,0.6419139073506903,76.82592778172884,62.4481452733686,4.18309504799817,0.6737459978959972,65.64907742033164,66.13165466911867,3.81431689619462,0.6761147764577706,72.2718503384385,72.04195986789206,3.974705362729996,0.6693442053190379,5.547704659639445,28.787433001053188,0.6415779239574918,0.2312416396600656,0
115.61328968878136,53.95687792655731,5.09224000160558,0.6830124397072641,79.49555400638312,66.35119824082203,4.844884989851465,0.6898826691546942,67.25443125203189,68.20803054350266,4.553410809604268,0.6810974085895998,69.049676757715,72.9680052046169,4.5009636913902025,0.6670972459500555,56.38823799208004,74.85615004136515,4.282296871719585,0.6251585927807541,0
180.3438847207336,17.619716910840268,4.257489601414894,0.6478067415289184,143.44648191698977,58.37075243285444,5.095387615751335,0.6552535369883614,111.4525870821258,73.64697300181963,5.041352727150848,0.6804164969854885,49.11438033559023,69.2046510224864,3.1982361891277,0.6246706424771205,0.0,0.0,0.0379198724498374,0.0,0
