mean_0,std_0,entropy_0,ig_0,mean_1,std_1,entropy_1,ig_1,mean_2,std_2,entropy_2,ig_2,mean_3,std_3,entropy_3,ig_3,mean_4,std_4,entropy_4,ig_4,mean_5,std_5,entropy_5,ig_5,mean_6,std_6,entropy_6,ig_6,mean_7,std_7,entropy_7,ig_7,mean_8,std_8,entropy_8,ig_8,mean_9,std_9,entropy_9,ig_9,label
127.52111157973664,55.57022287066606,4.549935433027094,0.5957088033629852,99.61349108853167,56.28985108034556,4.911583261620588,0.6762303061509538,89.16526545908808,68.68832804779399,4.563645796740356,0.6816865019558742,73.94359578369125,64.3847273750628,4.394413863191447,0.6872452908179403,76.13868434947003,66.47887028253241,4.503990816384878,0.6863234263897815,77.8692100418206,70.18565285573085,4.546386853941679,0.6824371864667214,81.45018228675592,75.02747151955808,4.487182527393,0.6730281430512948,79.68633087544048,77.52139418876098,4.470319137118976,0.6672936332795452,81.74072996852358,80.84548462272191,4.641299863198226,0.6742832264622396,28.663938744477303,53.21111721037407,2.7257657734775504,0.4964949704840773,0
137.80373544133607,56.8402782363359,4.685900027132819,0.6371443281573308,116.27339411879092,58.92172631057214,5.186545891379774,0.6821355767298529,98.57762644400938,75.13020799151812,4.95786104606219,0.6833827051126287,86.75937643397398,73.75846858942533,4.802549806765335,0.6858057645830229,88.98530490950439,75.78545074347544,4.830576069546874,0.6850040637236159,88.43918775652385,77.09249931388767,4.772864948574098,0.6828130552262923,85.17166503102567,76.73615465109812,4.753215994261711,0.6750474302610305,88.71389868409736,80.25266711657126,4.772960765563986,0.6782195557791164,85.6983117875515,82.36041410443762,4.802661589780289,0.6706065446149712,49.18772341642438,76.15782352659285,3.5512833187806505,0.5895603787318668,0
137.78110572951255,56.82885406404308,4.685625749121205,0.637215239743969,116.34642309271224,58.913755419675205,5.186008699078245,0.6821263866895961,98.57828767389698,75.12718095383596,4.958162419509935,0.6834001742858549,86.78274143049343,73.76192868478002,4.802488307926724,0.6858164235269246,89.03156628957139,75.77839445198781,4.830630810933586,0.6849523878958772,88.47153437230224,77.10282522592522,4.774036536279438,0.6828351386723979,85.18837561529723,76.71525595929938,4.7538539851088295,0.675130058365216,88.718038734294,80.25101737912568,4.772518769413146,0.6781740067933111,85.6585092052088,82.32615971274937,4.803950731282846,0.670577437837161,48.97105118917116,76.11611294048757,3.545917665910875,0.5899000588036181,0
166.40561622464898,26.315751610216168,4.814837653616653,0.0007460687672615,135.20798755186723,47.07784449635605,5.037166715026719,0.3002777140717585,105.68796992481202,53.794726154561,5.219187932575266,0.4153440879145869,69.19906997342781,64.57139133090399,4.677734612716701,0.4509580318713748,54.713785728174216,66.3452847590487,4.091973982372512,0.4463955881372037,65.80744186046512,71.7465282554615,4.394656174929725,0.4267414966576108,74.22469135802469,75.47210020169942,4.558314398536062,0.426383067180982,69.3858889454916,74.46443245624697,4.565656407011796,0.4180374975287648,66.73986928104576,79.04415605545334,4.559333614489671,0.4084555317615335,29.333600641539697,58.02244416923669,4.067366246558556,0.0941888473244594,0
144.56730938287524,27.64016520306456,4.69646528044022,0.6494793318197214,110.98009172399416,60.76519916954589,5.2205334775728245,0.6596566354705553,92.53915446061497,73.74777183705511,4.735218695131743,0.6808388046405742,66.09799153507694,74.35787249755592,4.331372228683881,0.6664571850725731,48.93859911940182,69.91989398967627,3.646269192528374,0.6279391520132158,46.70902316617468,68.95232020419722,3.5029113989074583,0.6286290566410129,57.61849028294522,75.42460090975683,3.9097903165075993,0.6509559946375596,67.16151984820705,83.06315639352,4.022009480314439,0.6588113949506038,63.00419768705497,87.26319721549548,3.7883868546665935,0.627576565926458,26.39193588162762,56.35443979328624,2.932677360922116,0.5279822189181407,0
145.61115059622523,18.248634452055548,4.240272518120175,0.6411845079036902,122.47836454169295,40.25380618834611,4.88480670350094,0.6664554833972476,106.686455834701,51.23794466076284,5.076493828119503,0.6820641605847815,81.09429752066116,63.61931905572069,4.891133207637485,0.6848843564222076,69.94756160635333,72.52726294642247,4.103461642382286,0.6759631840799338,82.21818261556004,73.43068299716407,4.480866806808629,0.6826574015123126,75.7487386009246,67.78183108186721,4.541329472235804,0.67919493443849,74.61751655254618,68.41713699294978,4.4496252977546495,0.6790452046696158,79.62509722697554,75.49274623073447,4.343356641992187,0.6739916280125646,46.643179217982365,71.3660537217199,2.973931865170462,0.605319133651602,0
133.795631825273,41.626004183548346,4.95835539730106,0.0534105213164011,62.56898340248963,66.81359475892374,4.570189878071407,0.2731757489055528,37.17418546365915,63.06288173646966,2.9535474507650044,0.2939823504817807,25.60296722763508,53.97344818518571,2.263628095098352,0.3037251580023956,21.27221466070387,48.6118301748922,2.026496581451636,0.3016856741585521,25.218837209302325,52.28097407098216,2.3703101863902325,0.3100464766661703,27.514567901234567,55.034062719203206,2.49397375046434,0.3087550682119864,29.220835455934797,57.484462751997725,2.694245272079969,0.3062706221350324,30.06300653594771,59.5501037253995,2.822802866850412,0.2986946029707455,2.5252606255012027,18.328661134895597,2.1074463368426564,0.0152166826959643,0
141.24668213164165,61.51334554323206,5.014976726426294,0.6364977987122948,109.71228756520276,67.84908632157708,5.161996881414749,0.682051932937334,84.83838342400566,70.09891561165557,4.750964238747266,0.685736758150572,60.69979638616832,69.60381503183143,4.125278976795414,0.6498601816375085,68.31455903108677,73.03896543637471,4.265067725807279,0.6597891579637905,75.28770336617143,78.26594182472061,4.395824587583328,0.6641833175351719,81.77945834653151,84.28738182891907,4.371234774095859,0.6574048257837113,80.5557149464737,84.55425826541921,4.375900095681532,0.651239172527557,79.75015909121682,85.21670870253419,4.5953014620406165,0.6621910604170305,27.497922010069345,54.79843910141383,2.1641198076108727,0.4429107183147831,0
135.4473710170662,19.275488532508696,4.415603983272756,0.5517484561102117,137.57810242941562,25.5936663685603,4.530139082952269,0.629874254723525,111.96598157335224,39.741084433558775,4.823935587574228,0.6514475307947922,76.92391793774976,57.68074677718956,4.399012130921285,0.6652781261201621,75.15656873290911,66.06609639087372,4.340584165741599,0.6638248265882121,84.91590265813439,65.64002019661957,4.441856717196517,0.6631836039535748,89.45523818808084,67.05653965121958,4.510007086724585,0.6619095708809661,66.00637410312031,74.60553336915245,3.666360657911798,0.645808370031383,9.825312033645368,36.64690321407948,1.0084237865305188,0.344591778448325,7.2667468719923,42.42022146032991,0.270977584480935,0.0636038679462642,0
151.89235569422777,30.57104899620548,5.027012215897825,0.0506769235776465,139.70850622406638,39.88361036537355,4.972928631526557,0.297541761846384,105.7593984962406,50.6913766809862,5.21080958563412,0.414974006216946,68.67471213463241,66.58476744726674,4.865651429304903,0.4497071184206129,55.05035971223022,66.97780844574515,4.360924019259681,0.4391054336054623,62.17,71.34922422615692,4.501677500180977,0.4170231548128402,64.92987654320987,70.4435297608655,4.628308181752741,0.4207639049557521,70.76744778400408,73.8037122845169,4.762080352017395,0.4259546192621668,53.1040522875817,72.11866870468303,4.297132050354575,0.3945895467846068,15.051323175621492,31.08978532665329,3.2636040443622787,0.0831268256631512,0
