mean_0,std_0,entropy_0,ig_0,mean_1,std_1,entropy_1,ig_1,mean_2,std_2,entropy_2,ig_2,mean_3,std_3,entropy_3,ig_3,mean_4,std_4,entropy_4,ig_4,mean_5,std_5,entropy_5,ig_5,mean_6,std_6,entropy_6,ig_6,mean_7,std_7,entropy_7,ig_7,label
120.1048002638496,56.250994402345626,4.625347588470251,0.6571592352296776,96.15700146627566,63.296710980909566,4.894261056612739,0.6805615229947142,78.11254982685107,65.5526192234893,4.414621189643902,0.6878301799742879,75.39004528499386,66.15826771087846,4.495143609735062,0.6875308755762664,78.63043275942299,71.01497252862242,4.545409320248986,0.6824726807476491,81.1136742437675,76.02330578447231,4.467109097508224,0.6717768020835813,77.69086352467251,77.85812714883488,4.522070991000266,0.669089704409084,49.86642825541956,73.14261624483687,3.5766228972815384,0.5859893108940328,0
132.4171221156339,57.25898877924447,4.777394899938645,0.668393612919675,111.04387505358204,68.19596758972253,5.193398610173036,0.6836123087877173,88.39967530990424,73.37548695223572,4.817678718407047,0.687554903507186,88.94952597910627,75.64846117536331,4.843907300568006,0.6865381402902191,86.64553358771205,76.08323899987644,4.784834697219326,0.6838384425436184,87.97432329168815,79.1484916174451,4.75007888802056,0.6774549695511789,86.09794067173327,80.9738120224644,4.805195598603827,0.6734778483460664,60.00114624334962,80.60190334297748,4.048162590983731,0.6278775887159469,0
132.4175784288307,57.259680225836775,4.776900636386005,0.6683705229059331,111.07438225086076,68.18482417301145,5.193650438920508,0.6836035215665808,88.421687670157,73.38380730484539,4.817794949545701,0.6875540542677028,88.99118689309218,75.64063203593315,4.843826455897144,0.6865461550876528,86.60926943080737,76.03421621897351,4.78608354513844,0.6838674525136907,88.05591657710157,79.18533237300628,4.74921527920882,0.6770378176584435,86.09446759826756,80.96230677585422,4.80639135572843,0.6734305924957935,59.80316622691293,80.56022141838169,4.043436325776551,0.6279370165914862,0
158.2828485456369,34.00162596722952,4.84712068481494,0.1206392190833343,124.47941567065072,49.82291257497944,5.113932051803722,0.4001038045447549,81.91540605095541,62.20567489199232,5.022222447852755,0.4825029441738504,55.474557695318616,66.2181995198272,4.104613228101789,0.4802253712711302,67.47786116322702,72.50395588304073,4.399175474737735,0.4630396161156502,72.35016025641026,75.15350199527501,4.5559684362200095,0.4607424482613425,72.34136794396375,78.22570346500662,4.6272943882489415,0.4545199521777388,34.93370165745856,63.0931246784757,4.027205302864724,0.2223442180298271,0
138.97795946942705,36.68302710924384,4.875595342003714,0.6400391415927125,102.89779643494356,67.18426872809962,5.093556495245025,0.6715055531546064,75.27132938492937,75.33463302364954,4.475457687312916,0.6786422351161416,50.80954865454026,70.6690282749386,3.752455409798485,0.6351836721710882,48.03767552456541,69.65803113509963,3.567354129809466,0.6327221899591593,61.34895220008956,78.46184171107527,3.964607362015485,0.654460999803617,69.24925603799339,87.86014095642987,3.967016925749293,0.6529280535562103,28.22669674352414,58.68046657516478,3.038233774547741,0.5231269911400327,0
142.62904610412565,27.18061111026766,4.522147038872949,0.6481172592047075,115.31991806038836,44.44374264824802,4.985235783197044,0.6744421652113033,91.5056975742401,58.843746178505256,5.129885660741227,0.6828644711243266,69.97407565152405,71.8806623481626,4.142393533144469,0.6779525317483355,81.09419548659359,72.55655538166081,4.494926545477258,0.683910798711235,75.12137873424308,67.53717792031647,4.531144951359112,0.6800761799746287,76.42160409964734,71.52076201914439,4.352778138709964,0.6789947199425619,63.41433866110725,78.70495034206976,3.620413536974104,0.6429566810387204,0
118.18655967903712,53.61955305024113,5.061611043226986,0.1539457720532269,49.38081009296149,66.41943919263247,3.794866446875047,0.3272508782508283,29.056130573248407,57.28397208328872,2.4196647605787645,0.3364627156400503,21.53389697823705,48.98858264190978,1.9968126407027376,0.3293448030076535,25.654596622889304,52.77936146539382,2.351015988587868,0.3437997611802967,28.0390625,55.831860000435896,2.473723658719469,0.3398494874221485,30.50782859497322,59.41988682808147,2.772320977556033,0.3382477235361381,12.864180478821362,41.48232296334426,2.2583148809767,0.1245895726230328,0
131.7329260287806,61.43595090471544,5.056457277590702,0.6713999116104219,100.49654329796974,70.82245704082973,5.098026478417171,0.6828903719010047,66.79679820075148,69.79210871177399,4.316211889031397,0.671424922459309,67.33853678177253,72.58405484788794,4.2533105883671976,0.6590732230769616,77.2463822657559,79.86223728997777,4.395763072784168,0.6646371539038887,80.80388572400307,84.0009547934359,4.36298928640737,0.6555297226829961,81.48729035427226,85.58375057310543,4.49587173878532,0.6624650024548435,40.90423027359239,67.42694100821416,2.973257068741673,0.5329766447012911,0
137.05866397527282,20.75731917375368,4.4536313704492745,0.5930167664961381,131.000315258512,28.036816378116868,4.66530281454976,0.6444099271458139,87.39982855125812,53.91519784150282,4.605439513131426,0.6648551220325665,74.10703556496155,64.72682382563441,4.343478151531084,0.6680847665920204,85.53867334788649,65.77856753623281,4.451793162316568,0.6683628502461856,84.50929407125017,69.79971637898856,4.387902491364214,0.6651138672907058,29.55456164494455,60.30583978757159,2.080491706756089,0.537971747207084,5.548275083281577,36.866369662071634,0.2489357513670861,0.0807641933247618,0
155.7753259779338,29.45008651611191,4.949219821340934,0.1364004331010759,127.24601593625498,41.670427594639165,5.025103663293099,0.3948767595817903,79.3218550955414,62.93937369571056,5.107443719698344,0.4831871902421953,56.4393298888367,67.44617073270878,4.396958949183591,0.4734721585449875,62.76810506566604,71.60396786130217,4.508264089724438,0.4506737928471835,65.42467948717949,69.94622430674201,4.645943644057931,0.4565396776009542,66.75298722702925,76.23978020454716,4.722011021494886,0.4558153524609434,20.648710865561693,42.96611456834983,3.2188503451277324,0.2085369208371896,0
